Bénéficiaires,Date de la demande,Montant total des chèques technologiques,Feder décidées,Part wallonne décidées,Montants cofinancés décidées,Feder payées,Part wallonne payées,Montants cofinancés payées,Date de clôture,project
INNOVATION TECHNOLOGY ENIRONNEMENT QUALITY (ITEQ),20/12/2012,19500,5850,8775,14625,5850,8775,14625,24/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BELOURTHE,21/12/2012,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
UNISENSOR,20/12/2012,8500,2550,3825,6375,2550,3825,6375,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,21/12/2012,6000,1800,2700,4500,1800,2700,4500,25/07/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BUREAU D'ARCHITECTES WOTRON,21/12/2012,20000,6000,9000,15000,6000,9000,15000,27/08/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DEOM TURBO,24/12/2012,8000,2400,3600,6000,2400,3600,6000,5/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ERIC ROMPEN IMPLANTOLOGIE,08/01/2013,12000,3600,5400,9000,3600,5400,9000,18/04/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,09/01/2013,1500,450,675,1125,450,675,1125,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,14/03/2013,1500,450,675,1125,450,675,1125,31/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TECONEX sa,14/01/2013,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WOW TECHNOLOGY,10/01/2013,1000,300,450,750,300,450,750,11/02/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
S.A. Ets. R. HEINEN N.V.,09/01/2013,16000,4800,7200,12000,4800,7200,12000,5/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WATERPRO,18/01/2013,20000,6000,9000,15000,6000,9000,15000,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIO-CLIMAT CONSTRUCT,18/01/2013,4500,1350,2025,3375,1350,2025,3375,20/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
D.R.B.,28/03/2013,1500,450,675,1125,450,675,1125,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,21/01/2013,5000,1500,2250,3750,1500,2250,3750,25/07/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
OVOGENICS,28/01/2013,3000,900,1350,2250,900,1350,2250,07/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FLYING-CAM,22/03/2013,1000,300,450,750,300,450,750,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MARKET - IP,26/02/2013,20000,6000,9000,15000,6000,9000,15000,21/06/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IOL,16/05/2013,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOFT 33,06/02/2013,4500,1350,2025,3375,750,1125,1875,08/04/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DEFITEC,08/03/2013,5000,1500,2250,3750,1500,2250,3750,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GDTech s.a. - GLOBAL DESIGN TECHNOLOGY,18/02/2013,15000,4500,6750,11250,4500,6750,11250,21/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BELGIAN VOLITION,15/02/2013,6500,1950,2925,4875,1950,2925,4875,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CRITERE,01/03/2013,2500,750,1125,1875,750,1125,1875,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PRECICAL,21/02/2013,1000,300,450,750,300,450,750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IWAN SIMONIS,21/02/2013,6000,1800,2700,4500,1800,2700,4500,14/04/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ISTAR MEDICAL,19/02/2013,14000,4200,6300,10500,4200,6300,10500,5/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ISTAR MEDICAL,19/02/2013,6000,1800,2700,4500,1800,2700,4500,18/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARC,20/02/2013,500,150,225,375,150,225,375,18/04/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BUREAU D'ETUDES LEMAIRE,15/03/2013,12000,3600,5400,9000,3600,5400,9000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREEN PROPULSION,14/03/2013,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,28/02/2013,6500,1950,2925,4875,1950,2925,4875,11/10/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURO PIECES DEPANNAGE,04/03/2013,5500,1650,2475,4125,1650,2475,4125,24/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RENSONNET,07/03/2013,3500,1050,1575,2625,1050,1575,2625,07/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PAROBEL INTERNATIONAL,08/03/2013,1000,300,450,750,300,450,750,17/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BACKEREI - KONDITOREI - KOCKARTZ,12/03/2013,4000,1200,1800,3000,1200,1800,3000,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,08/03/2013,500,150,225,375,150,225,375,30/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,13/03/2013,1000,300,450,750,300,450,750,31/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LANGE CHRISTIAN,02/05/2013,1000,300,450,750,300,450,750,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BE FUN,18/03/2013,1500,450,675,1125,450,675,1125,16/07/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GALLER - CHOCOLATIERS,18/03/2013,13000,3900,5850,9750,3900,5850,9750,06/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
3-GSP,19/03/2013,3000,900,1350,2250,900,1350,2250,24/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ADVANCED COATING,21/03/2013,5000,1500,2250,3750,1500,2250,3750,19/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,29/04/2013,2500,750,1125,1875,750,1125,1875,24/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Grando,02/04/2013,1500,450,675,1125,450,675,1125,31/05/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FOOD IMPACT,17/04/2013,15000,4500,6750,11250,4500,6750,11250,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FLYING-CAM,08/05/2013,1000,300,450,750,300,450,750,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,17/05/2013,1000,300,450,750,300,450,750,6/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW BARON & LEVEQUE EAST,11/04/2013,2000,600,900,1500,600,900,1500,07/06/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,27/05/2013,2500,750,1125,1875,750,1125,1875,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MATRIO - GROUP,15/04/2013,13000,3900,5850,9750,3900,5850,9750,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALTACOUSTIC,16/04/2013,17000,5100,7650,12750,5100,7650,12750,17/06/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LANGE CHRISTIAN,07/05/2013,2500,750,1125,1875,750,1125,1875,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
E-Protein,23/04/2013,3000,900,1350,2250,900,1350,2250,27/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,23/04/2013,500,150,225,375,150,225,375,6/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELOY WATER,25/04/2013,18500,5550,8325,13875,5550,8325,13875,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AVA INDUSTRIALS,06/05/2013,4000,1200,1800,3000,1200,1800,3000,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIABETICOM,29/04/2013,4000,1200,1800,3000,1200,1800,3000,10/07/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VN Developments,02/05/2013,20000,6000,9000,15000,6000,9000,15000,11/10/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MeterBuy,02/05/2013,1500,450,675,1125,450,675,1125,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BECKER INTERNATIONAL MANAGEMENT,10/05/2013,6500,1950,2925,4875,1950,2925,4875,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BECKER INTERNATIONAL MANAGEMENT,10/05/2013,1000,300,450,750,300,450,750,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,21/05/2013,1000,300,450,750,300,450,750,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DOGSTUDIO,06/05/2013,4500,1350,2025,3375,1350,2025,3375,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TECONEX sa,13/05/2013,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Les Carrières DE LA FLECHE,11/05/2013,7000,2100,3150,5250,2100,3150,5250,11/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,17/05/2013,2000,600,900,1500,600,900,1500,6/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TERRACO GROUP,29/05/2013,10000,3000,4500,7500,3000,4500,7500,20/04/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AE VALVES,27/05/2013,10000,3000,4500,7500,3000,4500,7500,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BUSINESS PROJECTS SUPPORT PERATIONS,27/05/2013,2500,750,1125,1875,750,1125,1875,03/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELIACE,07/06/2013,2500,750,1125,1875,750,1125,1875,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALTERNATECH,30/05/2013,9000,2700,4050,6750,2700,4050,6750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALTERNATECH,30/05/2013,6500,1950,2925,4875,1950,2925,4875,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CLEVERGAS HOLDING,4/10/2013,3500,1050,1575,2625,1050,1575,2625,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MODULART,04/06/2013,1000,300,450,750,300,450,750,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREEN PROPULSION,12/06/2014,1000,300,450,750,300,450,750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TERRACO GROUP,19/11/2013,8000,2400,3600,6000,1050,1575,2625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GROUP TECHNOCHIM EUROPE,12/06/2013,500,150,225,375,150,225,375,21/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JAM & RY,17/06/2013,2500,750,1125,1875,750,1125,1875,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Magnée - Enrobés,13/06/2013,19500,5850,8775,14625,5850,8775,14625,20/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,24/06/2013,2000,600,900,1500,600,900,1500,23/08/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,26/06/2013,1500,450,675,1125,450,675,1125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VECTURIS,17/07/2013,20000,6000,9000,15000,6000,9000,15000,20/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ACTINA,24/06/2013,5500,1650,2475,4125,1650,2475,4125,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIO SOLUTION SPRL,24/06/2013,15000,4500,6750,11250,4500,6750,11250,03/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CABINET DOCTEUR XAVIER JACBS,27/08/2013,20000,6000,9000,15000,750,1125,1875,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MICHEL AUGHUET SYNTHETIC TECHNOLOGIES (MAST),11/07/2013,5500,1650,2475,4125,1650,2475,4125,12/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,19/07/2013,10000,3000,4500,7500,2100,3150,5250,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DEFITEC,07/08/2013,1500,450,675,1125,450,675,1125,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,03/07/2013,20000,6000,9000,15000,6000,9000,15000,18/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NOMICS,03/07/2013,500,150,225,375,150,225,375,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BATTERIES TOUSSAINT NYSSENNE,19/07/2013,3000,900,1350,2250,900,1350,2250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Mahusaca,12/07/2013,20000,6000,9000,15000,6000,9000,15000,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PACARBEL,11/07/2013,2500,750,1125,1875,750,1125,1875,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PIERRET EXTRUSION,16/07/2013,5000,1500,2250,3750,1500,2250,3750,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
INDUSTRIAL CONTROL MACHINES,08/01/2014,5000,1500,2250,3750,1500,2250,3750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Mica Systems,22/07/2013,20000,6000,9000,15000,6000,9000,15000,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FONDERIE ET MECANIQUE DE LA SAMBRE,17/09/2013,19000,5700,8550,14250,5700,8550,14250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HYMETEC,01/08/2013,3000,900,1350,2250,900,1350,2250,11/10/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AIRWATEC,01/08/2013,15500,4650,6975,11625,4650,6975,11625,03/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Flexiways,07/08/2013,1000,300,450,750,300,450,750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
OFFSHORE 45,19/08/2013,7000,2100,3150,5250,2100,3150,5250,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SAGITA,21/08/2013,20000,6000,9000,15000,6000,9000,15000,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HYDROPROTECT,14/01/2014,9500,2850,4275,7125,2850,4275,7125,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROBIOX,26/08/2013,1500,450,675,1125,450,675,1125,8/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALVA CONCEPT,03/09/2013,4500,1350,2025,3375,1350,2025,3375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
